Typ,Due_Date,Settle_date,Invoice_nbr,Invoice_date,Invoice_Amount,NetdueDate,NegativeInvoices,Reversal,Cancellation,cust_Nbr,CU_Channel_Partner_Type,Days_To_Pay,Type,Open_201001,Open_201002,Open_201003,Open_201004,Open_201005,Open_201006,Open_201007,Open_201008,Open_201009,Open_201010,Open_201011,Open_201012,Open_201101,Open_201102,Open_201103,Open_201104,Open_201105,Open_201106,Open_201107,Open_201108,Open_201109,Open_201110,Opendt_201001,Opendt_201002,Opendt_201003,Opendt_201004,Opendt_201005,Opendt_201006,Opendt_201007,Opendt_201008,Opendt_201009,Opendt_201010,Opendt_201011,Opendt_201012,Opendt_201101,Opendt_201102,Opendt_201103,Opendt_201104,Opendt_201105,Opendt_201106,Opendt_201107,Opendt_201108,Opendt_201109,Opendt_201110,Due_Stage,Pct_Complains,Pct_Com_Sugg,Pct_Request,Pct_Complains_Dol,Pct_Com_Sugg_Dol,Pct_Request_Dol,pct_Contractual_Enquiries,pct_Meter_Reading_Queries,pct_Pagepack_Pricing_Query,pct_change_company_details,pct_Portal_Access_issues,pct_TM_Invoicing_Query,pct_Billing,pct_Contractural_Issues,pct_All_Billing_Issues,pct_Payments_to_Xerox,pct_Meter_reading,pct_Contractual_Enquiries_Dol,pct_Meter_Reading_Queries_Dol,pct_Pagepack_Pricing_Query_Dol,pct_change_company_details_Dol,pct_Portal_Access_issues_Dol,pct_TM_Invoicing_Query_Dol,pct_Billing_Dol,pct_Contractural_Issues_Dol,pct_All_Billing_Issues_Dol,pct_Payments_to_Xerox_Dol,pct_Meter_reading_Dol,pct_Cus_req_change_dtl,pct_Xerox_Products_Services,pct_Change_in_commitment,pct_Est_reading_rej,pct_Customer_physical_Resite,pct_Inappropriate_Behaviour,pct_Not_assigned,pct_Copy_Invoice_Request,pct_Cus_req_change_dtl_Dol,pct_Xerox_Products_Services_Dol,pct_Change_in_commitment_Dol,pct_Est_reading_rej_Dol,pct_Customer_physical_Resite_Dol,pct_Inappropriate_Behaviour_Dol,pct_Not_assigned_Dol,pct_Copy_Invoice_Request_Dol,Num_Tran_6,Dol_Tran_6,Num_cur_6,Dol_cur_6,Num_es_6,Dol_es_6,Num_ls_6,Dol_ls_6,Num_age_6,Dol_age_6,Num_Tran_12,Dol_Tran_12,Num_cur_12,Dol_cur_12,Num_es_12,Dol_es_12,Num_ls_12,Dol_ls_12,Num_age_12,Dol_age_12,Pct_Cur_Num12,Pct_es_Num12,Pct_ls_Num12,Pct_age_Num12,Pct_Cur_Dol12,Pct_es_Dol12,Pct_ls_Dol12,Pct_age_Dol12,Pct_Cur_Num6,Pct_es_Num6,Pct_ls_Num6,Pct_age_Num6,Pct_Cur_Dol6,Pct_es_Dol6,Pct_ls_Dol6,Pct_age_Dol6,ModelType,Open_and_Current_Invoices,New_Due_Stage
RV,10/30/2010,4/7/2011,1000111317,30-Sep-10,1377.54,,0,0,0,2001330846,Concessionaire,159,Age,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,63,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,63
RV,10/30/2010,4/7/2011,1000111343,30-Sep-10,286.84,,0,0,0,2001330846,Concessionaire,159,Age,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,63,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,63
RV,11/5/2010,4/8/2011,1000112281,6-Oct-10,771.5,,0,0,0,2001330846,Concessionaire,154,Age,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,57,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,57
RV,11/11/2010,8/31/2011,1000114157,12-Oct-10,194.78,,0,0,0,2001330846,Concessionaire,293,Age,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,,,51,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,51
RV,12/1/2010,4/14/2011,1000116703,21-Oct-10,166.29,,0,0,0,2001330846,Concessionaire,134,Age,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,31,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,31
RV,12/1/2010,4/8/2011,1000116760,21-Oct-10,698.36,,0,0,0,2001330846,Concessionaire,128,Age,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,31,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,31
RV,11/27/2010,4/14/2011,1000118134,28-Oct-10,104.34,,0,0,0,2001330846,Concessionaire,138,Age,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,35,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,35
RV,11/27/2010,4/7/2011,1000118136,28-Oct-10,1300.15,,0,0,0,2001330846,Concessionaire,131,Age,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,35,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,35
RV,11/30/2010,4/7/2011,1000118706,31-Oct-10,5341.58,,0,0,0,2001330846,Concessionaire,128,Age,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,32,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,32
RV,11/30/2010,4/7/2011,1000118768,31-Oct-10,181.14,,0,0,0,2001330846,Concessionaire,128,Age,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,32,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,32
RV,12/1/2010,5/19/2011,1000119182,1-Nov-10,4363.58,,0,0,0,2001330846,Concessionaire,169,Age,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,,,,,,31,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,31
RV,12/1/2010,4/7/2011,1000119188,1-Nov-10,3973.99,,0,0,0,2001330846,Concessionaire,127,Age,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,31,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,31
RV,12/1/2010,4/7/2011,1000119259,1-Nov-10,2446.08,,0,0,0,2001330846,Concessionaire,127,Age,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,31,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,31
RV,12/2/2010,8/15/2011,1000119443,2-Nov-10,263.14,,0,0,0,2001330846,Concessionaire,256,Age,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,,,30,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,30
RV,12/4/2010,4/7/2011,1000120107,4-Nov-10,4320.28,,0,0,0,2001330846,Concessionaire,124,Age,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,28,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,28
RV,12/4/2010,4/15/2011,1000120116,4-Nov-10,5162.39,,0,0,0,2001330846,Concessionaire,132,Age,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,28,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,28
RV,12/9/2010,4/14/2011,1000121144,9-Nov-10,3177.25,,0,0,0,2001330846,Concessionaire,126,Age,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,23,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,23
RV,12/26/2010,4/7/2011,1000126218,26-Nov-10,538.48,,0,0,0,2001330846,Concessionaire,102,Age,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,6,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,6
RV,12/26/2010,9/14/2011,1000126236,26-Nov-10,380.17,,0,0,0,2001330846,Concessionaire,262,Age,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,9/1/2011,,6,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,6
RV,12/26/2010,5/19/2011,1000126261,26-Nov-10,372.55,,0,0,0,2001330846,Concessionaire,144,Age,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,,,,,,6,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,6
RV,12/29/2010,9/14/2011,1000126638,29-Nov-10,184.12,,0,0,0,2001330846,Concessionaire,259,Age,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,9/1/2011,,3,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,3
RV,12/29/2010,9/14/2011,1000126639,29-Nov-10,175.24,,0,0,0,2001330846,Concessionaire,259,Age,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,9/1/2011,,3,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,3
RV,12/29/2010,4/7/2011,1000126679,29-Nov-10,758.27,,0,0,0,2001330846,Concessionaire,99,Age,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,3,0.206549118,0,0.793450882,0.650566895,0,0.349433105,0.278318584,0.024336283,0.030973451,0.113716814,0.042477876,0,0.000603136,0,0,0.010176991,0,0.174487262,0.194786656,0.090239758,0,0.000133952,0,0,0,0,0.040352371,0,0.424004825,0.009047045,0.007840772,0,0,0.058504222,0,0,0.417854512,0.018385531,0.00052241,0,0,0.063237547,0,0,12299,3702730.84,4619,1356357.98,5585,1619014.68,670,335013.46,1425,392344.72,19523,6443225.54,8614,2812797.83,8191,2593027.33,862,487039.47,1856,550360.91,0.441223173,0.419556421,0.04415305,0.095067357,0.436551198,0.402442428,0.075589387,0.085416987,0.375558989,0.45410196,0.054475974,0.115863078,0.366312875,0.437248817,0.0904774,0.105960908,Age,0,3
